n,run,thetaNO_ns,thetaBH_ns,tNO_ns,tBH_ns,totalNO_ns,totalBH_ns,maxIter,seed
4000,1,17352000,400561433700,234038095300,13958363700,234055447300,414519797400,10,4012660431
4000,2,19027800,431989935700,307125418500,7331121900,307144446300,439321057600,10,4012660432
4000,3,14264300,273345586500,199679179300,7185389700,199693443600,280530976200,10,4012660433
4000,4,20654200,271472993300,187671262400,7513028700,187691916600,278986022000,10,4012660434
4000,5,4717500,276978713400,254598222400,7483268400,254602939900,284461981800,10,4012660435
4000,6,4398200,279203205000,214579574600,7704490300,214583972800,286907695300,10,4012660436
4000,7,10353600,283948221300,163984180900,8252634100,163994534500,292200855400,10,4012660437
4000,8,13883600,271873918900,236788901100,7766449700,236802784700,279640368600,10,4012660438
4000,9,18392500,272992065200,181272388500,7843628500,181290781000,280835693700,10,4012660439
4000,10,4424300,272780475700,208176440800,7837218200,208180865100,280617693900,10,4012660440
4000,11,15835500,271539509700,164866470000,9147781500,164882305500,280687291200,10,4012660441
4000,12,7501700,275829402300,248230308200,10317195500,248237809900,286146597800,10,4012660442
4000,13,25087300,275307093900,170339673500,8268774800,170364760800,283575868700,10,4012660443
4000,14,14227000,276113125200,65637140200,10998445500,65651367200,287111570700,10,4012660444
4000,15,11009300,276370225900,184014635700,7432873900,184025645000,283803099800,10,4012660445
4000,16,7363600,274019996100,233689879300,8627657200,233697242900,282647653300,10,4012660446
4000,17,4391500,282653500700,180114362500,6675195800,180118754000,289328696500,10,4012660447
4000,18,4270700,294971189400,97179984200,10527056600,97184254900,305498246000,10,4012660448
4000,19,13462400,274256631300,70788482200,7342307800,70801944600,281598939100,10,4012660449
4000,20,4320100,280367247400,102993436700,7414760100,102997756800,287782007500,10,4012660450
4000,21,13620500,278515888600,142835459900,7030002200,142849080400,285545890800,10,4012660451
4000,22,4515500,284546375200,136703971600,7631069000,136708487100,292177444200,10,4012660452
4000,23,4253900,286989112000,46613261000,7734319200,46617514900,294723431200,10,4012660453
4000,24,10704900,282912184800,70903325000,6700554000,70914029900,289612738800,10,4012660454
4000,25,4343800,281821219600,466864467000,7083362200,466868810800,288904581800,10,4012660455
4000,26,4879200,288977912200,199419202200,6697083200,199424081400,295674995400,10,4012660456
4000,27,9305500,280802853600,302842385000,6909555700,302851690500,287712409300,10,4012660457
4000,28,18154300,272429297900,118755336400,7141966400,118773490700,279571264300,10,4012660458
4000,29,5149800,272620270800,113884054200,7498179000,113889204000,280118449800,10,4012660459
4000,30,4505000,279873934300,188953764300,7439496200,188958269300,287313430500,10,4012660460
4000,31,18664800,275296993900,627245964500,7208955900,627264629300,282505949800,10,4012660461
4000,32,7425000,279109761500,220025374100,10303918600,220032799100,289413680100,10,4012660462
4000,33,4256700,279463626400,137258242200,9938313500,137262498900,289401939900,10,4012660463
4000,34,6272400,270878670000,92176642100,8908508000,92182914500,279787178000,10,4012660464
4000,35,4481200,275270127200,512572810300,7454212500,512577291500,282724339700,10,4012660465
4000,36,28849500,277538929100,108714752100,7551971900,108743601600,285090901000,10,4012660466
4000,37,4471700,272409936100,73267664700,6418237500,73272136400,278828173600,10,4012660467
4000,38,4234500,280299523100,75348061800,7727740500,75352296300,288027263600,10,4012660468
4000,39,4828800,282784045100,222375570500,7720510700,222380399300,290504555800,10,4012660469
4000,40,17085100,269674431100,216889959400,8958031800,216907044500,278632462900,10,4012660470
4000,41,4473700,274605875000,192531392700,8037703200,192535866400,282643578200,10,4012660471
4000,42,18976300,279405229500,199864472900,6618687600,199883449200,286023917100,10,4012660472
4000,43,9101000,276522228400,141305200200,7442283100,141314301200,283964511500,10,4012660473
4000,44,9609100,274077849400,220540404000,7437858200,220550013100,281515707600,10,4012660474
4000,45,9418400,283538837100,142065736000,8466823500,142075154400,292005660600,10,4012660475
4000,46,11942700,277112380600,141638189000,8872873700,141650131700,285985254300,10,4012660476
4000,47,13018200,270323822000,584149058900,7537910000,584162077100,277861732000,10,4012660477
4000,48,12544200,273774238500,376322662800,7243814300,376335207000,281018052800,10,4012660478
4000,49,13558900,267397886400,467161434600,9650457600,467174993500,277048344000,10,4012660479
4000,50,4126700,277154014500,441775866400,7954799000,441779993100,285108813500,10,4012660480
4000,51,16340700,277488676300,211345568700,6944503700,211361909400,284433180000,10,4012660481
4000,52,4223300,280333294100,157024095400,9453032800,157028318700,289786326900,10,4012660482
4000,53,9335200,277594440600,117169507800,7308194100,117178843000,284902634700,10,4012660483
4000,54,9508400,272437240600,100131331200,7684268400,100140839600,280121509000,10,4012660484
4000,55,4983200,279606899000,114713161600,6896666500,114718144800,286503565500,10,4012660485
4000,56,4553000,285312810600,160199194300,8381625800,160203747300,293694436400,10,4012660486
4000,57,4226100,277975483200,21094227700,7844579800,21098453800,285820063000,10,4012660487
4000,58,13101000,272538264600,244197749900,9282813700,244210850900,281821078300,10,4012660488
4000,59,4418800,278756062800,258153321000,7073224000,258157739800,285829286800,10,4012660489
4000,60,4069500,271559968700,63882536300,7980585200,63886605800,279540553900,10,4012660490
4000,61,9988100,274498061200,335397158200,8010609800,335407146300,282508671000,10,4012660491
4000,62,24925300,272441838800,135031409400,7392178700,135056334700,279834017500,10,4012660492
4000,63,4420900,275378061500,207386587000,7837134800,207391007900,283215196300,10,4012660493
4000,64,27062200,270827808400,152113804800,7589239900,152140867000,278417048300,10,4012660494
4000,65,4257500,286366629300,163180499900,10177627400,163184757400,296544256700,10,4012660495
4000,66,4109100,297023866300,275839403800,7568975200,275843512900,304592841500,10,4012660496
4000,67,10164100,284107125600,112108766500,7384920300,112118930600,291492045900,10,4012660497
4000,68,12788200,272124612500,144754574100,6965235300,144767362300,279089847800,10,4012660498
4000,69,10719700,273321499400,124706239300,7961727200,124716959000,281283226600,10,4012660499
4000,70,4357100,280352027400,479465251200,6949835100,479469608300,287301862500,10,4012660500
4000,71,11070200,283222414800,65909240700,7041325200,65920310900,290263740000,10,4012660501
4000,72,16993700,278538541900,159684781500,6622477700,159701775200,285161019600,10,4012660502
4000,73,14676600,271658600200,234128436300,7502680400,234143112900,279161280600,10,4012660503
4000,74,4349800,279729987500,326208293100,12208698800,326212642900,291938686300,10,4012660504
4000,75,21058100,426398867600,676169478600,12256915700,676190536700,438655783300,10,4012660505
4000,76,24966200,422918617000,964128944900,12614759200,964153911100,435533376200,10,4012660506
4000,77,43979000,415277939100,57008362900,12349063800,57052341900,427627002900,10,4012660507
4000,78,17099700,447948250900,323422226200,6566406500,323439325900,454514657400,10,4012660508
4000,79,4723700,275764141300,224870281900,7913655100,224875005600,283677796400,10,4012660509
4000,80,24390900,272218648600,214979409300,7750779500,215003800200,279969428100,10,4012660510
4000,81,24438800,271388109100,215376034400,7856220600,215400473200,279244329700,10,4012660511
4000,82,4424900,274298095700,195932448100,6961163400,195936873000,281259259100,10,4012660512
4000,83,4817100,287852322400,137497881400,8381993500,137502698500,296234315900,10,4012660513
4000,84,25782500,272473399500,155472768900,7778840400,155498551400,280252239900,10,4012660514
4000,85,11588900,278703046400,58531456800,7631731400,58543045700,286334777800,10,4012660515
4000,86,7647200,270945547800,105733920100,7506012200,105741567300,278451560000,10,4012660516
4000,87,13488200,276979378400,461659404600,7143507700,461672892800,284122886100,10,4012660517
4000,88,18024900,275711832400,200516162900,8203645400,200534187800,283915477800,10,4012660518
4000,89,11232000,272726652300,247092178100,7303662400,247103410100,280030314700,10,4012660519
4000,90,13102400,278802114500,416842325800,7761968400,416855428200,286564082900,10,4012660520
4000,91,4713100,293225526700,222383348500,6919441800,222388061600,300144968500,10,4012660521
4000,92,4344000,273745902000,256304781600,7052652500,256309125600,280798554500,10,4012660522
4000,93,4611900,285379724400,261211126100,7034137800,261215738000,292413862200,10,4012660523
4000,94,8277000,274797123000,296275533400,7856562600,296283810400,282653685600,10,4012660524
4000,95,4495300,279634856000,149019743700,8931229800,149024239000,288566085800,10,4012660525
4000,96,4460500,284033135100,225887924100,7864546100,225892384600,291897681200,10,4012660526
4000,97,4258300,276801134000,31629925200,8200637900,31634183500,285001771900,10,4012660527
4000,98,4620100,281788386600,196064884700,7733854300,196069504800,289522240900,10,4012660528
4000,99,4266300,291706793800,302538578300,6923363800,302542844600,298630157600,10,4012660529
4000,100,4678900,282979298200,139524163100,8255583200,139528842000,291234881400,10,4012660530
