n,run,thetaNO_ns,thetaBH_ns,tNO_ns,tBH_ns,totalNO_ns,totalBH_ns,maxIter,seed
1000,36,272800,1469364000,55114378700,11277916900,55114651500,12747280900,200,1012651466
1000,37,315300,1480469800,56367683200,9222187700,56367998500,10702657500,200,1012651467
1000,38,296200,1492106500,45156417200,10639305500,45156713400,12131412000,200,1012651468
1000,39,264800,1488580000,47316536100,12625788200,47316800900,14114368200,200,1012651469
1000,40,297900,1476936700,30786732700,9648009200,30787030600,11124945900,200,1012651470
1000,41,339400,1480761700,49380399100,10362384800,49380738500,11843146500,200,1012651471
1000,42,3990200,1485202000,57299491500,11465739200,57303481700,12950941200,200,1012651472
1000,43,324200,1470899400,64031140800,10014497100,64031465000,11485396500,200,1012651473
1000,44,285700,1482669700,58874360800,11307472300,58874646500,12790142000,200,1012651474
1000,45,307300,1479018100,45561554400,12517952000,45561861700,13996970100,200,1012651475
1000,46,313100,1466564900,53414522200,11730111900,53414835300,13196676800,200,1012651476
1000,47,301100,1459989500,47570652000,11790295500,47570953100,13250285000,200,1012651477
1000,48,2163400,1451266300,77670924400,22156542200,77673087800,23607808500,200,1012651478
1000,49,352500,2891346200,112413491000,19306683500,112413843500,22198029700,200,1012651479
1000,50,308900,2507188800,101425966500,18698959900,101426275400,21206148700,200,1012651480
1000,51,574600,2450047700,112345512400,20485097100,112346087000,22935144800,200,1012651481
1000,52,383800,2553355500,92973944400,20542157900,92974328200,23095513400,200,1012651482
1000,53,418900,2360788200,77431374400,17482187300,77431793300,19842975500,200,1012651483
1000,54,2356800,2415021800,93691214600,16557900700,93693571400,18972922500,200,1012651484
1000,55,530900,2598949200,88696328800,24092089900,88696859700,26691039100,200,1012651485
1000,56,522600,2299080800,88231492600,23752517400,88232015200,26051598200,200,1012651486
1000,57,315000,2487452400,85944598400,19160984600,85944913400,21648437000,200,1012651487
1000,58,292100,2547337500,88049714000,19420802200,88050006100,21968139700,200,1012651488
1000,59,286200,2364921600,67449429300,16841340200,67449715500,19206261800,200,1012651489
1000,60,296100,2438146200,85778042200,18060267900,85778338300,20498414100,200,1012651490
1000,61,297700,2193793800,97597602900,19811345800,97597900600,22005139600,200,1012651491
1000,62,324200,2348501400,118675245400,10681915800,118675569600,13030417200,200,1012651492
1000,63,294700,1473267700,48340094400,12788608500,48340389100,14261876200,200,1012651493
1000,64,285900,1460550000,57657342800,9820386200,57657628700,11280936200,200,1012651494
1000,65,281000,1460633800,64749772600,9072086200,64750053600,10532720000,200,1012651495
1000,66,289300,1465278600,49640606700,10526623100,49640896000,11991901700,200,1012651496
1000,67,302100,1461850100,60527738800,10782679900,60528040900,12244530000,200,1012651497
1000,68,293700,1489011200,44044992900,11526494900,44045286600,13015506100,200,1012651498
1000,69,279700,1472003700,46576576100,12806001400,46576855800,14278005100,200,1012651499
1000,70,252200,1477253900,63339931400,11103091500,63340183600,12580345400,200,1012651500
1000,71,360300,1523992800,46524981800,12329108800,46525342100,13853101600,200,1012651501
1000,72,265000,1472775400,44994879600,11889255200,44995144600,13362030600,200,1012651502
1000,73,2747400,1483849100,62512982700,9849267300,62515730100,11333116400,200,1012651503
1000,74,271700,1467471800,72340410000,11437357800,72340681700,12904829600,200,1012651504
1000,75,275900,1481848100,46362132300,9496764500,46362408200,10978612600,200,1012651505
1000,76,292900,1479976000,62655793800,10118762600,62656086700,11598738600,200,1012651506
1000,77,696600,1469219900,62685133100,10529622400,62685829700,11998842300,200,1012651507
1000,78,263700,1474789400,45001681400,12675818500,45001945100,14150607900,200,1012651508
1000,79,518000,1490755300,61491882400,11477766300,61492400400,12968521600,200,1012651509
1000,80,280800,1475816700,61057476100,11872593500,61057756900,13348410200,200,1012651510
1000,81,286600,1487718100,65146716500,14545454500,65147003100,16033172600,200,1012651511
1000,82,2445700,1473533600,54099781700,10382135600,54102227400,11855669200,200,1012651512
1000,83,279900,1465755600,56173672000,9965081100,56173951900,11430836700,200,1012651513
1000,84,488300,1464003000,45561491800,9989665200,45561980100,11453668200,200,1012651514
1000,85,2318200,1455913200,41418331600,12355118400,41420649800,13811031600,200,1012651515
1000,86,279200,1475261000,54364658400,13426707600,54364937600,14901968600,200,1012651516
1000,87,300700,1465643400,81212536200,10383225600,81212836900,11848869000,200,1012651517
1000,88,304500,1477457700,51218971600,11452515900,51219276100,12929973600,200,1012651518
1000,89,293400,1483130200,69308295700,11247132600,69308589100,12730262800,200,1012651519
1000,90,339200,1461841300,62302790900,9849210400,62303130100,11311051700,200,1012651520
1000,91,278700,1490217300,63661894600,10085359200,63662173300,11575576500,200,1012651521
1000,92,288400,1475845400,69122212600,11331728300,69122501000,12807573700,200,1012651522
1000,93,2590800,1477154100,51312762200,10078259500,51315353000,11555413600,200,1012651523
1000,94,296300,1488660000,62850500200,10941571900,62850796500,12430231900,200,1012651524
1000,95,257800,1474160500,46940470700,13200692500,46940728500,14674853000,200,1012651525
1000,96,1507600,1466626400,44592131100,12403106800,44593638700,13869733200,200,1012651526
1000,97,282000,1468242000,69816911800,10258526200,69817193800,11726768200,200,1012651527
1000,98,2582200,1485657700,45313353200,11839323600,45315935400,13324981300,200,1012651528
1000,99,297400,1473777000,59017868900,10449645500,59018166300,11923422500,200,1012651529
1000,100,255600,1460613900,71896507500,10241740000,71896763100,11702353900,200,1012651530
